Africa,2022-02-08,1391921
Africa,2022-02-09,1381450
Africa,2022-02-10,1673458
Africa,2022-02-11,1850689
Africa,2022-02-12,1832913
Africa,2022-02-13,1528010
Africa,2022-02-14,1236590
Africa,2022-02-15,1186368
Africa,2022-02-16,1028518
Africa,2022-02-17,909098
Africa,2022-02-18,851941
Africa,2022-02-19,1096585
Africa,2022-02-20,1192540
Albania,2022-01-01,5843
Albania,2022-01-02,5785
Albania,2022-01-03,5727
Albania,2022-01-04,5669
Albania,2022-01-05,6471
Albania,2022-01-06,7120
Albania,2022-01-07,7769
Albania,2022-01-08,8418
Albania,2022-01-09,8502
Albania,2022-01-10,8587
Albania,2022-01-11,9063
Albania,2022-01-12,8233
Albania,2022-01-13,7556
Albania,2022-01-14,6879
Albania,2022-01-15,6202
Albania,2022-01-16,6089
Albania,2022-01-17,5976
Albania,2022-01-18,5471
Albania,2022-01-19,5471
Albania,2022-01-20,5471
Albania,2022-01-21,5471
Albania,2022-01-22,5471
Albania,2022-01-23,5471
Albania,2022-01-24,5471
Albania,2022-01-25,5471
Albania,2022-01-26,5471
Albania,2022-01-27,5471
Albania,2022-01-28,5471
Albania,2022-01-29,5471
Albania,2022-01-30,5471
Albania,2022-01-31,11055
Albania,2022-02-01,16639
Albania,2022-02-02,16474
Albania,2022-02-03,16309
Albania,2022-02-04,16144
Albania,2022-02-05,15979
Albania,2022-02-06,15813
Albania,2022-02-07,10183
Albania,2022-02-08,4348
Albania,2022-02-09,4263
Albania,2022-02-10,4178
Albania,2022-02-11,4093
Albania,2022-02-12,4008
Albania,2022-02-13,3923
Albania,2022-02-14,3754
Albania,2022-02-15,3779
Albania,2022-02-16,3746
Algeria,2022-01-01,22589
Algeria,2022-01-02,22589
Algeria,2022-01-03,22589
Algeria,2022-01-04,22589
Algeria,2022-01-05,22589
Algeria,2022-01-06,22589
Algeria,2022-01-07,22589
Algeria,2022-01-08,22589
Algeria,2022-01-09,22589
Algeria,2022-01-10,21679
Algeria,2022-01-11,20770
Algeria,2022-01-12,19860
Algeria,2022-01-13,18951
Algeria,2022-01-14,18041
Algeria,2022-01-15,17131
Algeria,2022-01-16,16222
Algeria,2022-01-17,16222
Algeria,2022-01-18,16222
Algeria,2022-01-19,16222
Algeria,2022-01-20,16222
Algeria,2022-01-21,16222
Algeria,2022-01-22,16222
Algeria,2022-01-23,16222
Algeria,2022-01-24,16222
Algeria,2022-01-25,16222
Algeria,2022-01-26,16222
Algeria,2022-01-27,16222
Algeria,2022-01-28,16222
Algeria,2022-01-29,16222
Algeria,2022-01-30,16222
Algeria,2022-01-31,16222
Algeria,2022-02-01,16222
Algeria,2022-02-02,16222
Algeria,2022-02-03,16222
Algeria,2022-02-04,16222
Algeria,2022-02-05,16222
Algeria,2022-02-06,16222
Algeria,2022-02-07,16222
Algeria,2022-02-08,16222
Algeria,2022-02-17,
Andorra,2022-01-01,758
Andorra,2022-01-02,865
Andorra,2022-01-03,865
Andorra,2022-01-04,865
Andorra,2022-01-05,865
Andorra,2022-01-06,865
Andorra,2022-01-07,865
Andorra,2022-01-08,865
Andorra,2022-01-09,865
Andorra,2022-01-10,865
Andorra,2022-01-11,865
Andorra,2022-01-12,865
Andorra,2022-01-13,865
Andorra,2022-01-14,865
Andorra,2022-01-15,865
Andorra,2022-01-16,865
Andorra,2022-01-17,839
Andorra,2022-01-18,813
Andorra,2022-01-19,787
Andorra,2022-01-20,760
Andorra,2022-01-21,734
Andorra,2022-01-22,708
Andorra,2022-01-23,682
Angola,2022-01-01,53366
Angola,2022-01-02,47890
Angola,2022-01-03,42414
Angola,2022-01-04,36937
Angola,2022-01-05,31461
Angola,2022-01-06,25985
Angola,2022-01-07,43905
Angola,2022-01-08,61825
Angola,2022-01-09,68018
Angola,2022-01-10,74210
Angola,2022-01-11,80403
Angola,2022-01-12,86596
Angola,2022-01-13,105234
Angola,2022-01-14,105952
Angola,2022-01-15,104233
Angola,2022-01-16,114241
Angola,2022-01-17,124250
Angola,2022-01-18,134258
Angola,2022-01-19,144266
Angola,2022-01-20,141829
Angola,2022-01-21,139392
Angola,2022-01-22,139392
Angola,2022-01-23,139392
Angola,2022-01-24,137872
Angola,2022-01-25,136353
Angola,2022-01-26,134833
Angola,2022-01-27,133314
Angola,2022-01-28,131795
Angola,2022-01-29,124771
Angola,2022-01-30,117747
Angola,2022-01-31,112242
Angola,2022-02-01,106738
Angola,2022-02-02,101233
Angola,2022-02-03,92346
Angola,2022-02-04,83460
Angola,2022-02-05,80077
Angola,2022-02-06,76695
Angola,2022-02-07,73312
Angola,2022-02-08,69930
Angola,2022-02-09,66547
Angola,2022-02-17,
Anguilla,2022-01-01,21
Anguilla,2022-01-02,21
Anguilla,2022-01-03,21
Anguilla,2022-01-04,21
Anguilla,2022-01-05,21
Anguilla,2022-01-06,21
Anguilla,2022-01-07,21
Anguilla,2022-01-08,21
Anguilla,2022-01-09,21
Anguilla,2022-01-10,21
Anguilla,2022-01-11,21
Anguilla,2022-01-12,21
Anguilla,2022-01-13,21
Anguilla,2022-01-14,21
Anguilla,2022-01-15,22
Anguilla,2022-01-16,23
Anguilla,2022-01-17,25
Anguilla,2022-01-18,26
Anguilla,2022-01-19,27
Anguilla,2022-01-20,29
Anguilla,2022-01-21,30
Anguilla,2022-01-22,30
Anguilla,2022-01-23,29
Anguilla,2022-01-24,29
Anguilla,2022-01-25,29
Anguilla,2022-01-26,28
Anguilla,2022-01-27,28
Anguilla,2022-01-28,28
Anguilla,2022-01-29,28
Anguilla,2022-01-30,29
Anguilla,2022-01-31,30
Anguilla,2022-02-01,30
Anguilla,2022-02-02,31
Anguilla,2022-02-03,31
Anguilla,2022-02-04,30
Anguilla,2022-02-05,29
Anguilla,2022-02-06,28
Anguilla,2022-02-07,27
Anguilla,2022-02-08,26
Anguilla,2022-02-09,24
Anguilla,2022-02-10,21
Anguilla,2022-02-11,17
Anguilla,2022-02-12,20
Anguilla,2022-02-13,23
Anguilla,2022-02-14,25
Anguilla,2022-02-15,28
Anguilla,2022-02-16,30
Antigua and Barbuda,2022-01-01,66
Antigua and Barbuda,2022-01-02,58
Antigua and Barbuda,2022-01-03,50
Antigua and Barbuda,2022-01-04,42
Antigua and Barbuda,2022-01-05,34
Antigua and Barbuda,2022-01-06,34
Antigua and Barbuda,2022-01-07,45
Antigua and Barbuda,2022-01-08,57
Antigua and Barbuda,2022-01-09,68
Antigua and Barbuda,2022-01-10,80
Antigua and Barbuda,2022-01-11,91
Antigua and Barbuda,2022-01-12,103
Antigua and Barbuda,2022-01-13,114
Antigua and Barbuda,2022-01-14,113
Antigua and Barbuda,2022-01-15,111
Antigua and Barbuda,2022-01-16,109
Antigua and Barbuda,2022-01-17,108
Antigua and Barbuda,2022-01-18,106
Antigua and Barbuda,2022-01-19,105
Antigua and Barbuda,2022-01-20,103
Antigua and Barbuda,2022-01-21,103
Antigua and Barbuda,2022-01-22,103
Antigua and Barbuda,2022-01-23,103
Antigua and Barbuda,2022-01-24,103
Antigua and Barbuda,2022-01-25,103
Antigua and Barbuda,2022-01-26,103
Antigua and Barbuda,2022-01-27,91
Antigua and Barbuda,2022-01-28,79
Antigua and Barbuda,2022-01-29,67
Antigua and Barbuda,2022-01-30,55
Antigua and Barbuda,2022-01-31,42
Antigua and Barbuda,2022-02-01,30
Antigua and Barbuda,2022-02-02,18
Antigua and Barbuda,2022-02-03,18
Antigua and Barbuda,2022-02-04,18
Antigua and Barbuda,2022-02-05,18
Argentina,2022-01-01,274712
Argentina,2022-01-02,292377
Argentina,2022-01-03,350473
Argentina,2022-01-04,296158
Argentina,2022-01-05,305823
Argentina,2022-01-06,315488
Argentina,2022-01-07,359959
Argentina,2022-01-08,412976
Argentina,2022-01-09,423109
Argentina,2022-01-10,415616
Argentina,2022-01-11,415255
Argentina,2022-01-12,411708
Argentina,2022-01-13,405376
Argentina,2022-01-14,414272
Argentina,2022-01-15,392616
Argentina,2022-01-16,388130
Argentina,2022-01-17,358954
Argentina,2022-01-18,322648
Argentina,2022-01-19,318430
Argentina,2022-01-20,378430
Argentina,2022-01-21,369693
Argentina,2022-01-22,366013
Argentina,2022-01-23,361840
Argentina,2022-01-24,386645
Argentina,2022-01-25,411449
Argentina,2022-01-26,374461
Argentina,2022-01-27,276040
Argentina,2022-01-28,272997
Argentina,2022-01-29,295203
Argentina,2022-01-30,320174
Argentina,2022-01-31,315624
Argentina,2022-02-01,311569
Argentina,2022-02-02,333133
Argentina,2022-02-03,349849
Argentina,2022-02-04,337101
Argentina,2022-02-05,302652
Argentina,2022-02-06,265151
Argentina,2022-02-07,220798
Argentina,2022-02-08,214656
Argentina,2022-02-09,210176
Argentina,2022-02-10,220865
Argentina,2022-02-11,227376
Argentina,2022-02-12,246655
Argentina,2022-02-13,261770
Argentina,2022-02-14,267381
Argentina,2022-02-15,253880
Argentina,2022-02-16,243115
Argentina,2022-02-17,221588
Argentina,2022-02-18,241354
Argentina,2022-02-19,219050
Armenia,2022-01-01,5739
Armenia,2022-01-02,4788
Armenia,2022-01-03,4803
Armenia,2022-01-04,4819
Armenia,2022-01-05,4834
Armenia,2022-01-06,4849
Armenia,2022-01-07,4864
Armenia,2022-01-08,4879
Armenia,2022-01-09,4895
Armenia,2022-01-10,5392
Armenia,2022-01-11,5889
Armenia,2022-01-12,6387
Armenia,2022-01-13,6884
Armenia,2022-01-14,7382
Armenia,2022-01-15,7879
Armenia,2022-01-16,8376
Armenia,2022-01-17,8376
Armenia,2022-01-18,8700
Armenia,2022-01-19,9024
Armenia,2022-01-20,9347
Armenia,2022-01-21,9671
Armenia,2022-01-22,9995
Armenia,2022-01-23,10318
Armenia,2022-01-24,10536
Armenia,2022-01-25,10429
Armenia,2022-01-26,10322
Armenia,2022-01-27,10216
Armenia,2022-01-28,10109
Armenia,2022-01-29,10002
Armenia,2022-01-30,9896
Armenia,2022-01-31,9113
Armenia,2022-02-01,8330
Armenia,2022-02-02,7547
Armenia,2022-02-03,6764
Armenia,2022-02-04,5981
Armenia,2022-02-05,5198
Armenia,2022-02-06,4415
Armenia,2022-02-07,4483
Armenia,2022-02-08,4551
Armenia,2022-02-09,4619
Armenia,2022-02-10,4687
Armenia,2022-02-11,4755
Armenia,2022-02-12,4823
Armenia,2022-02-13,4890
Aruba,2022-01-01,61
Aruba,2022-01-02,58
Aruba,2022-01-03,55
Aruba,2022-01-04,27
Aruba,2022-01-05,36
Aruba,2022-01-06,49
Aruba,2022-01-07,56
Aruba,2022-01-08,59
Aruba,2022-01-09,63
Aruba,2022-01-10,67
Aruba,2022-01-11,72
Aruba,2022-01-12,77
Aruba,2022-01-13,63
Aruba,2022-01-14,66
Aruba,2022-01-15,61
Aruba,2022-01-16,61
Aruba,2022-01-17,61
Aruba,2022-01-18,69
Aruba,2022-01-19,63
Aruba,2022-01-20,67
Aruba,2022-01-21,138
Aruba,2022-01-22,153
Aruba,2022-01-23,189
Aruba,2022-01-24,191
Aruba,2022-01-25,183
Aruba,2022-01-26,178
Aruba,2022-01-27,174
Aruba,2022-01-28,107
Aruba,2022-01-29,96
Aruba,2022-01-30,58
Aruba,2022-01-31,54
Aruba,2022-02-01,59
Aruba,2022-02-02,62
Aruba,2022-02-03,65
Aruba,2022-02-04,62
Aruba,2022-02-05,62
Aruba,2022-02-06,61
Aruba,2022-02-07,61
Aruba,2022-02-08,58
Aruba,2022-02-09,62
Aruba,2022-02-10,61
Aruba,2022-02-11,61
Aruba,2022-02-12,60
Aruba,2022-02-13,59
Aruba,2022-02-14,57
Aruba,2022-02-15,54
Aruba,2022-02-16,50
Aruba,2022-02-17,50
Aruba,2022-02-18,54
Asia,2022-01-01,25293802
Asia,2022-01-02,24022015
Asia,2022-01-03,23996834
Asia,2022-01-04,22975506
Asia,2022-01-05,22624492
Asia,2022-01-06,21865914
Asia,2022-01-07,21760467
Asia,2022-01-08,21285294
Asia,2022-01-09,22738918
Asia,2022-01-10,25879761
Asia,2022-01-11,26357811
Asia,2022-01-12,25925993
Asia,2022-01-13,26073938
Asia,2022-01-14,24417250
Asia,2022-01-15,25127260
Asia,2022-01-16,24759670
Asia,2022-01-17,20702932
Asia,2022-01-18,18740735
Asia,2022-01-19,19514778
Asia,2022-01-20,18661960
Asia,2022-01-21,19089887
Asia,2022-01-22,18722769
Asia,2022-01-23,19221716
Asia,2022-01-24,18745735
Asia,2022-01-25,19263478
Asia,2022-01-26,17974622
Asia,2022-01-27,17080580
Asia,2022-01-28,16899598
Asia,2022-01-29,16360764
Asia,2022-01-30,14603136
Asia,2022-01-31,14467744
Asia,2022-02-01,13820978
Asia,2022-02-02,12640090
Asia,2022-02-03,12315050
Asia,2022-02-04,11739447
Asia,2022-02-05,11531326
Asia,2022-02-06,11639446
Asia,2022-02-07,11362524
Asia,2022-02-08,12295126
Asia,2022-02-09,13522230
Asia,2022-02-10,13898083
Asia,2022-02-11,15076617
Asia,2022-02-12,15280889
Asia,2022-02-13,16910721
Asia,2022-02-14,17409102
Asia,2022-02-15,16663006
Asia,2022-02-16,15863446
Asia,2022-02-17,16257209
Asia,2022-02-18,18359831
Asia,2022-02-19,19433984
Asia,2022-02-20,26439445
Australia,2022-01-01,74348
Australia,2022-01-02,80616
Australia,2022-01-03,82527
Australia,2022-01-04,107501
Australia,2022-01-05,123642
Australia,2022-01-06,139701
Australia,2022-01-07,177590
Australia,2022-01-08,200939
Australia,2022-01-09,188334
Australia,2022-01-10,223110
Australia,2022-01-11,239447
Australia,2022-01-12,251371
Australia,2022-01-13,261844
Australia,2022-01-14,272214
Australia,2022-01-15,276075
Australia,2022-01-16,278265
Australia,2022-01-17,283921
Australia,2022-01-18,283103
Australia,2022-01-19,281124
Australia,2022-01-20,281928
Australia,2022-01-21,281388
Australia,2022-01-22,281429
Australia,2022-01-23,282247
Australia,2022-01-24,281234
Australia,2022-01-25,281357
Australia,2022-01-26,245784
Australia,2022-01-27,238946
Australia,2022-01-28,235002
Australia,2022-01-29,232428
Australia,2022-01-30,228149
Australia,2022-01-31,219391
Australia,2022-02-01,211486
Australia,2022-02-02,238061
Australia,2022-02-03,230830
Australia,2022-02-04,222311
Australia,2022-02-05,215889
Australia,2022-02-06,213000
Australia,2022-02-07,206802
Australia,2022-02-08,200160
Australia,2022-02-09,192391
Australia,2022-02-10,185000
Australia,2022-02-11,178660
Australia,2022-02-12,175876
Australia,2022-02-13,172876
Australia,2022-02-14,165863
Australia,2022-02-15,157389
Australia,2022-02-16,149140
Australia,2022-02-17,141889
Australia,2022-02-18,135124
Australia,2022-02-19,132083
Australia,2022-02-20,130917
Austria,2022-01-01,34182
Austria,2022-01-02,35485
Austria,2022-01-03,36787
Austria,2022-01-04,38090
Austria,2022-01-05,39392
Austria,2022-01-06,40695
Austria,2022-01-07,41997
Austria,2022-01-08,42753
Austria,2022-01-09,43508
Austria,2022-01-10,44263
Austria,2022-01-11,45018
Austria,2022-01-12,45774
Austria,2022-01-13,46529
Austria,2022-01-14,47284
Austria,2022-01-15,45438
Austria,2022-01-16,43591
Austria,2022-01-17,41744
Austria,2022-01-18,39898
Austria,2022-01-19,38051
Austria,2022-01-20,36205
Austria,2022-01-21,34358
Austria,2022-01-22,33438
Austria,2022-01-23,32518
Austria,2022-01-24,31598
Austria,2022-01-25,30678
Austria,2022-01-26,29758
Austria,2022-01-27,28838
Austria,2022-01-28,27918
Austria,2022-01-29,27953
Austria,2022-01-30,27988
Austria,2022-01-31,28024
Austria,2022-02-01,28059
Austria,2022-02-02,28094
Austria,2022-02-03,28129
Austria,2022-02-04,28164
Austria,2022-02-05,26212
Austria,2022-02-06,24260
Austria,2022-02-07,22308
Austria,2022-02-08,20356
Austria,2022-02-09,18404
Austria,2022-02-10,16452
Austria,2022-02-11,14500
Azerbaijan,2022-01-01,20378
Azerbaijan,2022-01-02,18884
Azerbaijan,2022-01-03,17394
Azerbaijan,2022-01-04,12957
Azerbaijan,2022-01-05,12566
Azerbaijan,2022-01-06,12763
Azerbaijan,2022-01-07,13304
Azerbaijan,2022-01-08,17908
Azerbaijan,2022-01-09,21727
Azerbaijan,2022-01-10,21724
Azerbaijan,2022-01-11,26374
Azerbaijan,2022-01-12,26951
Azerbaijan,2022-01-13,26437
Azerbaijan,2022-01-14,25887
Azerbaijan,2022-01-15,25271
Azerbaijan,2022-01-16,24816
Azerbaijan,2022-01-17,24808
Azerbaijan,2022-01-18,24360
Azerbaijan,2022-01-19,23880
Azerbaijan,2022-01-20,23437
Azerbaijan,2022-01-21,20648
Azerbaijan,2022-01-22,20394
Azerbaijan,2022-01-23,20251
Azerbaijan,2022-01-24,20251
Azerbaijan,2022-01-25,20546
Azerbaijan,2022-01-26,20899
Azerbaijan,2022-01-27,21289
Azerbaijan,2022-01-28,24491
Azerbaijan,2022-01-29,25681
Azerbaijan,2022-01-30,26701
Azerbaijan,2022-01-31,26703
Azerbaijan,2022-02-01,27660
Azerbaijan,2022-02-02,28560
Azerbaijan,2022-02-03,29835
Azerbaijan,2022-02-04,30479
Azerbaijan,2022-02-05,30751
Azerbaijan,2022-02-06,31115
Azerbaijan,2022-02-07,31121
Azerbaijan,2022-02-08,31802
Azerbaijan,2022-02-09,32893
Azerbaijan,2022-02-10,33549
Azerbaijan,2022-02-11,34401
Azerbaijan,2022-02-12,35436
Azerbaijan,2022-02-13,37100
Azerbaijan,2022-02-14,37131
Azerbaijan,2022-02-15,41175
Azerbaijan,2022-02-16,45875
Azerbaijan,2022-02-17,52993
Bahamas,2022-01-01,618
Bahamas,2022-01-02,618
Bahamas,2022-01-03,618
Bahamas,2022-01-04,618
Bahamas,2022-01-05,618
Bahamas,2022-01-06,623
Bahamas,2022-01-07,629
Bahamas,2022-01-08,634
Bahamas,2022-01-09,640
Bahamas,2022-01-10,645
Bahamas,2022-01-11,650
Bahamas,2022-01-12,656
Bahamas,2022-01-13,624
Bahamas,2022-01-14,592
Bahamas,2022-01-15,561
Bahamas,2022-01-16,529
Bahamas,2022-01-17,497
Bahamas,2022-01-18,466
Bahamas,2022-01-19,434
Bahamas,2022-01-20,434
Bahamas,2022-01-21,434
Bahamas,2022-01-22,434
Bahamas,2022-01-23,434
Bahamas,2022-01-24,434
Bahamas,2022-01-25,434
Bahamas,2022-01-26,434
Bahamas,2022-01-27,417
Bahamas,2022-01-28,400
Bahamas,2022-01-29,384
Bahamas,2022-01-30,367
Bahamas,2022-01-31,350
Bahamas,2022-02-01,333
Bahamas,2022-02-02,316
Bahamas,2022-02-03,316
Bahamas,2022-02-04,316
Bahamas,2022-02-05,316
Bahamas,2022-02-06,316
Bahamas,2022-02-07,316
Bahamas,2022-02-08,316
Bahamas,2022-02-09,316
Bahamas,2022-02-10,319
Bahamas,2022-02-11,322
Bahamas,2022-02-12,325
Bahamas,2022-02-13,328
Bahamas,2022-02-14,330
Bahamas,2022-02-15,333
Bahamas,2022-02-16,336
Bahrain,2022-01-01,8063
Bahrain,2022-01-02,7115
Bahrain,2022-01-03,6730
Bahrain,2022-01-04,6296
Bahrain,2022-01-05,6027
Bahrain,2022-01-06,5713
Bahrain,2022-01-07,5506
Bahrain,2022-01-08,5495
Bahrain,2022-01-09,5775
Bahrain,2022-01-10,5441
Bahrain,2022-01-11,5283
Bahrain,2022-01-12,5155
Bahrain,2022-01-13,5023
Bahrain,2022-01-14,4997
Bahrain,2022-01-15,4890
Bahrain,2022-01-16,4492
Bahrain,2022-01-17,4505
Bahrain,2022-01-18,4340
Bahrain,2022-01-19,4013
Bahrain,2022-01-20,3663
Bahrain,2022-01-21,3422
Bahrain,2022-01-22,3143
Bahrain,2022-01-23,3335
Bahrain,2022-01-24,2976
Bahrain,2022-01-25,3640
Bahrain,2022-01-26,3589
Bahrain,2022-01-27,3494
Bahrain,2022-01-28,3603
Bahrain,2022-01-29,3716
Bahrain,2022-01-30,3585
Bahrain,2022-01-31,3482
Bahrain,2022-02-01,2581
Bahrain,2022-02-02,2530
Bahrain,2022-02-03,2541
Bahrain,2022-02-04,2429
Bahrain,2022-02-05,2357
Bahrain,2022-02-06,2160
Bahrain,2022-02-07,2115
Bahrain,2022-02-08,2047
Bahrain,2022-02-09,1953
Bangladesh,2022-01-01,829757
Bangladesh,2022-01-02,829757
Bangladesh,2022-01-03,829757
Bangladesh,2022-01-04,829757
Bangladesh,2022-01-05,829757
Bangladesh,2022-01-06,829757
Bangladesh,2022-01-07,829757
Bangladesh,2022-01-08,829757
Bangladesh,2022-01-09,829757
Bangladesh,2022-01-10,829757
Bangladesh,2022-01-11,1029140
Bangladesh,2022-01-12,1228523
Bangladesh,2022-01-13,1236397
Bangladesh,2022-01-14,1244271
Bangladesh,2022-01-15,1457375
Bangladesh,2022-01-16,1696220
Bangladesh,2022-01-17,1994776
Bangladesh,2022-01-18,1885709
Bangladesh,2022-01-19,1756143
Bangladesh,2022-01-20,1846702
Bangladesh,2022-01-21,1821961
Bangladesh,2022-01-22,1591991
Bangladesh,2022-01-23,1310970
Bangladesh,2022-01-24,970239
Bangladesh,2022-01-25,921334
Bangladesh,2022-01-26,935050
Bangladesh,2022-01-27,854891
Bangladesh,2022-01-28,890031
Bangladesh,2022-01-29,925172
Bangladesh,2022-01-30,985622
Bangladesh,2022-01-31,1046071
Bangladesh,2022-02-01,1022933
Bangladesh,2022-02-02,957674
Bangladesh,2022-02-03,957674
Bangladesh,2022-02-04,957674
Bangladesh,2022-02-05,957674
Bangladesh,2022-02-06,957674
Bangladesh,2022-02-07,957674
Bangladesh,2022-02-08,957674
Bangladesh,2022-02-09,957674
Bangladesh,2022-02-10,957674
Bangladesh,2022-02-11,957674
Bangladesh,2022-02-12,957674
Bangladesh,2022-02-13,957674
Bangladesh,2022-02-14,957674
Bangladesh,2022-02-15,957674
Bangladesh,2022-02-16,957674
Bangladesh,2022-02-17,957674
Bangladesh,2022-02-18,957674
Bangladesh,2022-02-19,1379994
Barbados,2022-01-01,194
Barbados,2022-01-02,200
Barbados,2022-01-03,209
Barbados,2022-01-04,169
Barbados,2022-01-05,131
Barbados,2022-01-06,76
Barbados,2022-01-07,244
Barbados,2022-01-08,260
Barbados,2022-01-09,272
Barbados,2022-01-10,292
Barbados,2022-01-11,286
Barbados,2022-01-12,327
Barbados,2022-01-13,388
Barbados,2022-01-14,264
Barbados,2022-01-15,270
Barbados,2022-01-16,291
Barbados,2022-01-17,287
Barbados,2022-01-18,312
Barbados,2022-01-19,258
Barbados,2022-01-20,186
Barbados,2022-01-21,141
Barbados,2022-01-22,145
Barbados,2022-01-23,129
Barbados,2022-01-24,120
Barbados,2022-01-25,127
Barbados,2022-01-26,160
Barbados,2022-01-27,184
Barbados,2022-01-28,193
Barbados,2022-01-29,180
Barbados,2022-01-30,177
Barbados,2022-01-31,178
Barbados,2022-02-01,168
Barbados,2022-02-02,155
Barbados,2022-02-03,148
Barbados,2022-02-04,153
Barbados,2022-02-05,144
Barbados,2022-02-06,139
Barbados,2022-02-07,134
Barbados,2022-02-08,145
Barbados,2022-02-09,152
Barbados,2022-02-10,152
Barbados,2022-02-11,156
Barbados,2022-02-12,162
Barbados,2022-02-13,160
Barbados,2022-02-14,161
Barbados,2022-02-15,154
Barbados,2022-02-16,147
Barbados,2022-02-17,151
Barbados,2022-02-18,142
Barbados,2022-02-19,132
Belarus,2022-01-01,67398
Belarus,2022-01-02,67398
Belarus,2022-01-03,63127
Belarus,2022-01-04,58856
Belarus,2022-01-05,54584
Belarus,2022-01-06,50313
Belarus,2022-01-07,46041
Belarus,2022-01-08,41770
Belarus,2022-01-09,37499
Belarus,2022-01-10,40597
Belarus,2022-01-11,43695
Belarus,2022-01-12,46793
Belarus,2022-01-13,49891
Belarus,2022-01-14,52989
Belarus,2022-01-15,56087
Belarus,2022-01-16,59185
Belarus,2022-01-17,58597
Belarus,2022-01-18,58008
Belarus,2022-01-19,57420
Belarus,2022-01-20,56832
Belarus,2022-01-21,56244
Belarus,2022-01-22,55656
Belarus,2022-01-23,55068
Belarus,2022-01-24,53614
Belarus,2022-01-25,52161
Belarus,2022-01-26,50708
Belarus,2022-01-27,49254
Belarus,2022-01-28,47801
Belarus,2022-01-29,46348
Belarus,2022-01-30,44895
Belarus,2022-01-31,41978
Belarus,2022-02-01,39062
Belarus,2022-02-02,36146
Belarus,2022-02-03,33230
Belarus,2022-02-04,30314
Belarus,2022-02-05,27398
Belarus,2022-02-06,24481
Belgium,2022-01-01,45895
Belgium,2022-01-02,45698
Belgium,2022-01-03,52987
Belgium,2022-01-04,61017
Belgium,2022-01-05,71139
Belgium,2022-01-06,86479
Belgium,2022-01-07,108333
Belgium,2022-01-08,121607
Belgium,2022-01-09,125832
Belgium,2022-01-10,125820
Belgium,2022-01-11,125701
Belgium,2022-01-12,122441
Belgium,2022-01-13,118742
Belgium,2022-01-14,113940
Belgium,2022-01-15,113158
Belgium,2022-01-16,112094
Belgium,2022-01-17,106679
Belgium,2022-01-18,98604
Belgium,2022-01-19,91627
Belgium,2022-01-20,83336
Belgium,2022-01-21,75822
Belgium,2022-01-22,72269
Belgium,2022-01-23,70553
Belgium,2022-01-24,65582
Belgium,2022-01-25,59002
Belgium,2022-01-26,54503
Belgium,2022-01-27,49443
